Data,Sentiment
 ওয়াও এক কথায় অসাধারণ নাটক! ভাষায় প্রকাশ করা যাবে না! নিশো ভাইয়া কি সব সময় রেকর্ড করা যাবে! ধন্যবাদ মিজানুর রহমান আরিয়ান ভাইয়া কে এ ধরনের গল্পতে নিশো ভাইয়াকে নেওয়ার জন্য???,1
"নাটক টা অপূর্ব  , আমার চোখের জল এখনো থামাতে পারছি না আমি, একটা সন্তান কি করে এতোটা নিষ্ঠুর হতে পারে যে মা বাবা তার জন্য সব কিছু শেষ করে তাকে গড়ে দিলো আর শেষ জীবন এ তাদের কেই একা ফেলে চলে গেলো , এখন কার সময় এ দিন দিন এইগুলো আরও বেশি দেখা যাচ্ছে এটা খুব বড়ো একটা অপরাধ এটার জন্যও একটা আইন খুব ই জরুরি যেটাতে খুব ই কঠোর শাস্তি দেওয়া হবে, নয় দিনে দিনে বেশি থেকে বেশি তর মা বাবা শেষ বয়স এ এসে এরকম একা হয়ে পড়বে",1
 শাহনাজ খুশি খুবই ভাল মানের অভিনেত্রী,1
" লাস্ট মোমেনটে অপুরবোকে পুরোনো ভালোবাসার মেয়ের কাছে ও তার বাবার কাছে গিয়ে একবার দাডাতে হতো, পাইলট ড্রেসে তাহলে আমার মনে হয় নাটক টা একদম ফাটাফাটি হতো। তাও যেটুকু দেখলাম খুব খুব সুন্দর লাগলো।",1
 কাহিনী টা অনেক সুন্দর হয়েছে। ধন্যবাদ নির্মাতাকে।,1
 অসাধারন গলপ অনেক ভাল লাগছে দুজনকে তিশা* আফরানকে,1
 অসাধারন।। আমার জানের প্রানের বান্ধবী ঘাসফড়িং আজ আমাকে বলেছিল নাটকটি দেখিস।। সত্যি বান্ধবী অনেক সুন্দর একটা নাটক।। আর তার থেকেও চির সত্যি আমি সারাজীবন তোর পাশে থাকব আমার ঘাসফড়িং।।,1
 ভালো লগলো।,1
 নিশো ভাই এই জন্যই আপনাকে ভাল নাগে ভিষণ,1
 নাটকটি দেখতে দেখতে কখন যে চোখের কোনে পানি চলে এলো। বর্তমান অনেক জয়েন ফ্যামিলিতে এরকম ঘটনা হয়ে থাকে। এরকম সচেতনমূলোক সময়পোযোগী সুন্দর একটা নাটকের জন্য রচয়িতা ও পরিচালক এবং অভিনীত শিল্পীদের অশেষ ধন্যবাদ জ্ঞাপন করছি,1
 তানজিল তিশা নাটক খুব ভালো লাগে,1
" ১ টা রুম, ২ টা মানুষ, হাজারো স্বপ্ন। এভাবেই একদিন চুলে পাক ধরে, বয়স বাড়ে। পরে থাকে শুধু স্মৃতি। একসময় তাও মুছে যায়। খুব সুন্দর উপস্থাপন।",1
 ভালোবাসার আরেক নাম নিশু ভাই,1
 এক কথায় অসাধারণ।,1
 ভালোই লাগলো,1
 এক কথায় অসাধারন,1
 অনেক সুন্দর নাটক,1
 নাটকটা দেখে সত্যিই একটা লাইক আর একটা কমেন্ট না করে থাকতে পারলাম না।অসাধারণ ছিলো নাটকটা।ধন্যবাদ মিজানুর রহমান আরিয়ান ভাই এতো সুন্দর একটা নাটক উপহার দেওয়ার জন্য।,1
 অসাধারণ অসম্ভব সুন্দর একটি নাটক অনুভব করলাম,1
" দারুন হয়েছে ভাই,",1
 অসাধারন নাটক,1
" মুসলমানদের কাছে গরু মাংসের উপরে কোনও খাবার নাই,,, বছরের ৩৬৫ দিন এই এক খাবার দিলেও আমি খুশি মনে খাইতাম",1
 কোনো নাটক এরকম দেখি নাই  যেখানে নামাজ পড়ার কথা বলা হয়েছে বাট এই নাটকে নামাজের প্রতি তাগিদ এর কথা বলা দেখে আমি অনেক খুশি অনেক ভালি লাগলো নাটক টি,1
 নাটকে নিশো ভাইয়ের নামায পড়ার বিষয়টা কিন্তুু আমার কাছে ভীষন ভালো লাগছে।,1
" আমার নিকট সব চেয়ে ভাল লাগছে,, নামাজ,,  পড়া,,টা নিয়ে,,",1
 অসাধারণ ছিল ।।। মন ছুয়ে গেছে..…,1
 চমৎকার নাটক,1
 নাটক অনেক ভালো লাগছে অসাধারণ এককথায়  বৃন্দাবন   দাস ও সালাউদ্দিন লাভলু  দুই পরিচালক  দু জননে অনেক ভালো নাটক ডুবাই থেকে,1
 নামাজের কথাটা শুনে খুভ ভালো লাগল,1
 অসাধরণ নাটক খুব ভালো লাগলো।,1
 অসাধারণ নাটক। অনেক ভালো লাগলো।,1
 আমার প্রিয় জুটি নিসো ভাই &তিসা,1
 নামাজের উপদেশ টা খুব ভালো ছিলো।,1
 সত্যিকারের ভালোবাসা... মানুষকে পাগল করে দেয়.. তারপরও ভালোবাসি.. কাছে না পাই পাশে আছে... hemailislam@yahoo,1
 নাটক টা অনেক সুন্দর।। ভাল লাগল কিন্তু নায়ক নায়িকা আব্বা আম্মা কই এরা ত আব্বু আম্মু ছাড়া এই ঘর সংসার করছে।।।,1
 খুব ভালো লাগলো নাটক টি,1
" আমাদের সাহিদ কাপুর নাই কিন্তু আমাদের আছে আফরান নিশো!যদি আমাদের দেশে ভাল মানের কোনো ফিল্ম ডিরেক্টর থাকতো তাহলে নিশ্বন্দেহে আমরাও কাবির সিংয়ের থেকে ভাল সিনেমা পেতাম! মেহজাবিন,মিজানুর আরিয়ার,স্বমেশ্বর অলি সবাই আমাদের অনেক প্রিয় মানুষ!!",1
 অনেক সুন্দর নাটক,1
" আমাদের দেশে এত সুন্দর নাটক  হয়। তারপরও কিছু মহিলা আছে, ইস্টার জলসা ছাড়া আর কিছুই বুঝে না। আমিসেসব মা বোনদের বলবো। আমাদের দেশে এতো সুন্দর নাটক হয়। আমাদের দেশের নাটক দেখেন, এতো সুন্দর নাটক অন্য কোন দেশে হয় না!!!!",1
 নাটকের শেষ অংশটা ভালো লাগলো।নামাজের উপদেশটাই বেষ্ট।,1
 শামীমের অভিনয় সবচেয়ে বেস্ট,1
" সেরা নাটক,,, এর থেকে ভাল নাটক হয়না,,,,সত্যি অসাধারণ",1
 সেরা একটা নাটক,1
 অনেক ভালো একটা দিখ উপস্থাপন ।।,1
" রিয়াজ ভাই বাংলাদেশের সেরা রোমান্টিক নাওক,রিয়াজ এমন কনো ছবি ও নাটক নাই দেখি নাই।",1
 wow অনেক সুন্দর নাটক।,1
 নাটক টা খুব খুব মজা লাগলো দারুণ আর জাড়া জাড়া দেখাছে তাদের কাছে কেমন লেগেছে,1
 ভালো  লাগছে,1
 রিয়াজ সেরা নায়ক,1
 অসাধারণ সুন্দর হইছে,1
 অসাধারণ একটি নাটক ‌।,1
" ইদানিং একটা তুলনামূলক Comment দেখি। নিশো আর অপুর্বর তুলনা করা। আসলে এই ধরনের তুলনা হয় যখন দুজনেই সমান মানের হয়। নিশো একজন Versatile Actor আর অপুর্ব হলো একজন typed hero. একবারেই যায়না। রোমান্টিক আর শহরের চরিত্র ছাড়া অপুর্বর কোনো নাটক কেউ দেখেছে কিনা আমার সন্দেহ আছে। কেউ অপুর্বর  টা নাটকের নাম বলতে পারবেন না যেখানে সে  টা ভিন্ন রকম চরিত্রে অভিনয় করেছে। অপুর্বর নাটকে শুধু নায়িকা change হয় বাকি সবকিছু এক। নাটকের শুরুটা দেখলে শেষটা বলে দেয়া যায়। আবার এখন নাটকের নাম এবং ঘটনাও এক হচ্ছে অপুর্বর নাটকে। শুধু Jeans, T shirt, Suit, Tie, Keds, Side bag, Backpack, Laptop আর গাড়ি নিয়ে নাটক করলেই ভালো অভিনেতা হওয়া যায়না। তার জন্য দরকার ভালো অভিনয় আর ভিন্ন ভিন্ন চরিত্রে অভিনয় করা।",1
" এক ঘন্টা তেরো মিনিট চৌদ্দ সেকেন্ড, কোথায় যে ছিলাম ভুলেই গিয়েছিলাম।  সত্যিই অসাধারণ। লাভ ইউ নিশো এবং বিউটি মেহজাবিন",1
 অনেক দিন পরে ভালো একটা নাটক দেখলাম Tnx....,1
 খুব সুন্দর একটা নাটক,1
 নাটক টা অসাধারণ,1
" তিশা,,এবং নিশু দুই জনকে অনেক সুন্দর লাগে।।",1
 আমিও দেখেছি নাটকটি!সত্যিকারের ভালোবাসার সবসময় জয় হবেই!🙂🤘অনেক ভালো লাগলো!,1
 অনেক অনেক অনেক সুন্দর হয়েছে,1
 খুব সুন্দর,1
" অসাধারন একটি নাটক দেখলাম,সত্যিই অনেক ভাল লাগল,,,,,,,,,,",1
 Appointment Letter আর তুমি আমরাই এই দুটা  এর সেরা।অবশ্যই এবারেও মেরিল প্রথম আলোর সেরাতে থাকবে। আর জিটবেও,1
" অসাধারণ, কিছু বলার ভাষা নেই,",1
 সময়োপযোগী নাটক ।। অসাধারণ,1
" wow.নাটকটা আমার কাছে এতটা ভাল লেগেছে, যা আমি মুখে প্রকাশ করে বুঝাতে পারব না।কিন্তু নাটকের  একটা দিক আমার কাছে কিছুটা কমতি আছে বলে মনে হল।আর সেই কমতিটা  হল মেয়েটার বোরকা পড়া।মেয়েটা বোরকা পড়লে নাটকটা আরও ভাল হতে পারতো। sk tv  badol khan",1
 নিশো ভাই ভালোবাসা নিরন্তর আপনার মত গুনি অভিনেতা খুব কম।এই দেশে...হুমায়ুন ফরিদির ছায়া দেখতে পায় আপনার মাঝে  বেশি ভালো লাগে ভাই..,1
 নাটকটি বাস্তব মুখি মা বাবা মরে গেলে  সংসারে বোন হয়ে যায় কাজের  মেয়ে তখন ভাই  হয়ে যায় পর আমাদের  দেশে নারীর মুল্যায়নটা কম করা হয়  সমাজের  অনেক  কু সংগসকার এখনো  পছলিত আছে যা হোক  নাটক টি  অনেক  সুন্দর  হয়েছে,1
 আমার দেকা বেস্ট নাটক এটা,1
 নাটকটা অনেক ভালো লেগেছে,1
 নিশো  ভাই আমি তোমার নাটক অনেক পছন্দ করি আমি তোমার নাটক ছাড়া আর কারো নাটক দেখিনা,1
 নিশু ভাই এবং তানজিন তিশা সবসময় আমার ফেভারিট জুটি । নাটকটা অনেক ভাল লাগল । বিশেষ করে নামাজ পড়ার বিষয়টা এবং পবিত্র বন্ধুত্বের সম্পর্কটা । এদিক থেকে নাটকটা অনেক ব্যতিক্রম ও শিক্ষণীয় । সংশ্লিষ্ট সবাইকে আন্তরিক ধন্যবাদ ।,1
 অনেক দিন পর একটা ভালো নাটক দেখলাম যেখানে অযথা লুতুপুতু লুলামি করা হয় নাই............ অপূর্ব ডান এ ভেরী গুড জব.........,1
 অসাধারণ একটা নাটক শামীম ভাই,1
 নাটক দেকতে দেকতে নীজের জীবনের সবচেয়ে গুরুত্বপূর্ণ তথ্য পাওয়া গেছেনাটকের সমধে যেকথাই বলবো সেটাই কম,1
 নিসু ভাই+মেহজাবিন জুটি মানেই wow খুবই ভালো লাগলো গল্পটা,1
 অসাধারণ নাটক,1
" কি বলবো ভাষা নেই বলার,,সুন্দর একটা নাটক",1
 অনেক ভালো লাগলো,1
 আসলে একটা মেয়ে চাইলেই যে কোন একটা খারাপ ছেলেকে ভাল করতে পারে। যদি সে সেই কাজটা ভাল বেশে করে। আবার সে যে কোন একটা ভাল ছেলে কে খারাপ ও করতে পারে। যদি সে চায়।তবে সে ছেলেটার মধ্যে সেই মন মানুষিকথা থাকতে হবে।,1
" Mabrur Rashid Bannah আপনাকে ধন্যবাদ না দিলে অন্যায় হবে,এতো সুন্দর  ইসলামিক মাইেন্ড নির্মিত,রুচিশীল,ভদ্র ভাষায় কথা বলা সব মিলিয়ে এই নাটক থেকে অনেক কিছু শিখার আছে,ধন্যবাদ",1
 Kabir sing ছবির অনেক টা সিন পাওয়া যায় মোট কথা নাটক টা অসাধারণ,1
" প্রিয় অপুর্ব ভাইয়া, মিথিলা আপু,পরম শ্রদ্ধেয় মেহজাবিন আপু আমার  আন্তরিক  শুভেচছা  এতো  সুন্দর  একটা  কাজ উপহার দেয়ার জন্য।এভাবেই  আপনারা  অনেক  দূর এগিয়ে  জান সেই কামনাই করছি।অনেক  শুভ কামনা  রইল আপনাদের জন্য।আপনারা  অনেক  অনেক  ভালো  থাকবেন।।।",1
 শামিম ভাই যেখানে আছে সেখানে মজা তো হবেই।।just awesome,1
 অনেক ভালো একট নাটক উপহার দিলেন অমি ভাই সত্যি দেখে মন টা ভরে গেলো    বিশেষ করে নামাযের উপদেশ টা েদওয়াতে,1
 অসাধারন।,1
 সেই সেই সুপার!অসম্ভব সুন্দর নাটক যা পূর্ণ দৈর্ঘ্য চলচিত্রকেউ হার মানায়!! তুমি হিরো আরিয়ান ভাই নিরান্তর শুভ কামনা.....অভিনেতাদের কেউ অনেক অনেক ধন্যবাদ এবং ভালোবাসা,1
 অসাধারণ লাগছে। সেরা ছিলো....!,1
 অনেক দিন পরে ভালো  একটা নাটক দেখলাম যাতে সব কিছুই ছিলো,1
 অনেক ভালো ছিলো,1
 নামাজ এর দাওয়াত দেবার বিষয় টি ভালো লাগলো ।।।।,1
 অসাধারণ খুব ভাল লেগেছে। তবে বেশি শিক্ষিত মানুষ বেশি লোভি  এবং তারা মানুকে ঠকাতে গিয়ে নিজেরাই এক দিন ফেঁসে যায় ।,1
 ভালোবাসা হারিয়ে গেলেও বন্ধুত্ব  সারাজীবন আমাদের পাশে থাকে। নামাযের জন্য দাওয়াত দিয়েছেন বিষয়টি খুব ভালো লেগেছে। সত্যি আফরান ভাই এবং তিশা আপু আপনাদের জন্য ভালোবাসা বেড়ে গেল,1
" অসাধারণ, তানজিল তিশা. ভালবাসার কোন শেষ নেই",1
 মজার নাটক,1
" বেশ ভালো নাটক....দেখা সেরা নাটক গুলোর একটা, প্রথম পর্বের চেয়ে ভালো লাগলো।৮/১০",1
 নাটকটি খুব ভালো হইছে।আর ভালো হওয়ার মূল কারণ হলো এই নাটকের  মাধ্যমে নামাজের মেসেজ দেওয়া হয়েছে।পরিচালক কে অনেক ধন্যবাদ এই ধরনের ভালো শিক্ষামূলক নাটক উপহার দেওয়ার জন্য।,1
 খুবই ভাল লাগলো,1
" পরিচালক আরিয়ান ভাই মানেই নতুন কিছু,আর নিশো থাকলে তো কথাই নাই আর,খুব ভালো নাটকটা",1
 অসাধারণ একটা নাটক।।।।। অনেক কিছু শেখার আছে।।।।,1
 আমি পশ্চিমবঙ্গ থেকে বলছি শুধু যে এই নাটক টি আমার ভালো লেগেছে তা নয় আমার অনেক নাটকই ভালো লাগে বিশেষ করে Apurbo র অভিনিত নাটক।আশা করি আরো সুন্দর সুন্দর নাটক দেখতে পাব।আমরা যে এত সুন্দর সুন্দর নাটক দেখতে পাচ্ছি তার জন্য অসংখ্য ধন্যবাদ বাংলাদেশ এবং বাংলাদেশের সকল মানুষ কে।।।।,1
  এর আমার দেখা সেরা নাটক এইটা।আউটস্ট্যান্ডিং পারফরম্যান্স,1
 নাটকটিতে নামাজের মত একটা গুরুত্বপূর্ণ মেসেজ ছিল।,1
 অসাধারণ!দারুন লাগলো,1
 আমি নাটক টা অনেক বার দেখছি। ভালো লাগে বার বার দেখতে। ভালোবাসার এক টা সেরা নাটক হয়ছে।,1
 খারাপ না৷ বেশ ভালো নাটক।,1
 মজা পায়লাম আমার এখনিই বাচ্চা লাগবে,1
 ভালো বাসা কোন কিছু রি  বাধা মানে না।  তুমি প্রমাণ করে দিলে বস,1
 বন্ধুত্ব টিকে রাখতে হলে কখনো কখনো হেরে যাওয়া টাই উত্তম!!,1
" শামীম & পলাশ ভাই / তামিম , সাজ্জাত & sabila nur কে  অভিনন্দন @ great নাটক ২০১৮@ #friends forever #",1
 অসাধারণ একটা শিক্ষনীয় নাটক।,1
" গল্প সাধারণ কিন্তু উপভোগ্য। ধেড়ে নায়ক-নায়িকাকে ভার্সিটির প্রথম বর্ষে পড়তে দেখে বাংলা সিনেমার কথা মনে পড়ে গেল। তবে ভার্সিটির অংশটুকু বাদ দিলে কাস্টিং ঠিকঠাকই ছিল। মিথিলাকে সবসময়ই পছন্দ করি। প্রচণ্ড পছন্দ করি, তাই ওর কাজগুলো এড়িয়ে যাই। দেখতে গেলে বুকে কেমন কেমন যেন করে। আরেকটা বিষয়টা মাথায় ধরে না, নায়কদের সাথে ভোটকু ফ্রেন্ড থাকতেই হবে কেন? অপূর্বের সাথে এটা বেশি লক্ষ্য করি। ভোটকুর তুলনায় অপূর্ব কতটা সরস এটা দর্শকদের চোখে আঙুল দিয়ে দেখানোটাই কি মূল উদ্দেশ্য। কে জানে?!",1
" জীবনের চরম বাস্তবতা এই ৫৩ মিনিটে ফুটে উঠেছে,  তা বলার মত নয়।এরকম বাস্তবধর্মী কাজ আরো আশা করছি",1
"Love this drama এই নাটক টা আরো আগে দরকার ছিল.. তাহলে হয়তো আমি আমার বেষ্ট ফ্রেন্ডস কে হারাতাম না,,, Angry butterfly",1
 অসাধারণ একটা নাটক।,1
 সত্যিই অপূর্ব.. ।।।,1
" নাটকের কাহিনি,  অভিনয় সব মিলিয়ে অসাধারণ।  থ্যানক্স পরিচালক ভাই।",1
 শিহাব শাহীন মানেই নতুন কিছু পাওয়ার আশা ।,1
" আমার জীবনের সব থেকে শেরা নাটক আজকে দেখলাম, নাটক হলেও এটা আমাদের সমাজে বাস্তব চিত্র, এমন হাজার হাজার ফুলি আমাদের সমাজে আছে, যারা কখনো তাদের অধিকার টুকু ঠিক মতো পাই না।  অভিনয় শিল্পি গুলো আসলেই অসাধারন ও চমৎকার।  এই ধরনের অভিনয় সবাই করতে পারে না, তবে সব শেষে একটা কথা বলতে হয়, মন ভরে গেলো।",1
 অসাধারন,1
 অসাধার একটি  নাটক,1
 নামাজ পড়া দৃশ্য টা ভালো লাগলো,1
" নিশো ভাইয়ের অভিনয় অসাধারণ অসাধারণ অসাধারণ,  অনেক ভাল লাগেছে নাটকটি।  তিশার অভিনয় ও খুবই ভাল",1
 ভাই সেরা হয়েছে,1
 কাজল ভাইয়ের নাটক মানি বাংলাদেশর সেরা নাটক,1
 অস্থির ভাই নাটকটা অনেক অনেক ধন্যবাদ পরিচালক কে,1
 অনেক ভালো লাগছে,1
 নাটকের শেষ টা অসাধারণ ছিলো,1
" ,অসাধারণ ছিলো বস সেসের সময় টা",1
 খুবই সুন্দর,1
 খুব ভালো লাগছে,1
" দেখার আগেই লাইক দিলাম , কারণ , জানি নাটক টা অনেক অনেক মজা হবে ,,,,",1
" বর্তমানে ""নিশু"" ই সেরা!! অসাধারণ অভিনয়!!",1
 ভালোবাসা প্রকাশ করতে করতে কখন জানি ভালো মানুষটাই হারিয়ে যায় আর বলাই হয় না সেটা অনলি মি থেকে যায়......#এটা কিছু কিছু মানুষের জীবনের সবচেয়ে বড় বাস্তবতাযাইহোক নাটকটা অসাধারণ হয়েছে আফরান নিশো বলে কথা,1
" NICEএকবার Like দিলে মন ভরে না,হাজারটা Like দিতে ইচ্ছে করে।খুব খুব খুব সুন্দর।",1
 অসাধারণ নাটক,1
" মাশাল্লাহ, নাটকে নামাজের  দৃশ্যটা দেখে খুব ভালো লাগলো",1
 সব কিছুই ঠিক আছে অনেক সুন্দর নাটক। কিন্তু দশ বছর পর কলেজ এটা মেনে নিতে পারছি না,1
" অসাধারণ খুশি আপা ও চঞ্চল চৌধুরী এর অভিনয় সত্যি রিয়েল ছিল, বৃন্দাবন দাসও অনেক ভালো অভিনয় করেছেন,  সর্বোপরি নাটক টি গ্রামের কিছু কিছু জয়েন ফ্যামিলি তে এরকম পরিস্থিতি তৈরি হয় যা নাটকের মাধ্যমে তুলে ধরা হয়েছে",1
 অসাধারণ একটা নাটক। শেষ মুহূর্ত পযন্ত এসে বুঝতে পারলাম। নিশু কেন তানজিনকে বিয়ে করতে চাচ্ছে না। True love...........,1
" নামাজ পড়ো,,,লাইফস্টাইল,,,চেঞ্জ কতাটা ভালো লাগছে",1
 আমার জীবনের সবচাইতে বেস্ট একটা নাটক,1
 সত্যিই অসাধারন একটি নাটক। এতটা রোমান্টিক ছিল যে শুধু হা করে দেখেছি....,1
" কি বলব ভাষায় প্রকাশ করতে পরছি না, নাটকটি অনেক ভাল লাগল,,,,এক কথায় বলতে গেলে ২০১৯ সালের সেরা নাটক,,",1
 অনেক সুন্দর দেখে মনটা ভাল হয়ে গেছে,1
" খুব সুন্দর একটা গল্প,,#কাজল আরফিন অমি কে ধন্যবাদ",1
 দারুন একটি নাটক।। আমি অভিভূত।।,1
" নিশো ভাইয়ার তাকানো টাই  Best, যা বর্তমান যেকোন নাটক অভিনেতাকে হার মানায়। Love u Nisho ভাই",1
 অনেক ভালো লাগলো,1
 এই নাটকের অনেক সুন্দর কথা আছে,1
 শামীম ভাই আপনি একটা জিনিস।নাটকে আপনি থাকলে তো মাজা হবে ই,1
" শাহনাজ খুশি অভিনয় অসাধারণ শত্যি চোখে পানি এসে গেলো, এই ঈদের সবচেয়ে সুন্দর নাটক",1
 পরিচালক আরিয়ান ভাই সত্যিই প্রশংসার দাবিদার। স্টোরি টা অসাধারণ ছিলো। প্রত্যেকেই নিজ নিজ অবস্থান থেকে ভালো অভিনয় করেছে।স্পেশালী মিথিলার বাচ্চাটা অনেক কিউট ছিলো!!!,1
 Best of The Best!আবারো সেরা নিশো - মেহজাবিন জুটি!,1
 অসাধারণ ছিলো নাটকটা পুরো  মিনিট উপভোগ করেছিলাম নাটকটা.....,1
" আমি এ নাটকটি দেখে মুগ্ধ হয়েছি।আমাদের ধর্ম ও সামাজিক প্রেক্ষাপটে এ নাটকটি হচ্ছে আদর্শ 'সংস্কৃতি চর্চা'!পাত্র-পাত্রীরাও মানসম্মত অভিনয় করেছেন।Its neither based on silliness,cheap humor nor any utopia.Thats how its supposed to be.Thanks to the playwright.",1
 দেখার মতো নাটক,1
 খুব ভালো লাগলো,1
 অসাধারণ একটা নাটক।,1
 অসাধারণ নাটক,1
 দারুন একটা নাটক... টাইটেল সং এর মিউজিক ভিডিও কবে পাচ্ছি?,1
 ২০১৯ এর নাটকের ভিতরে এটাই সেরা নাটক আমার কাছে,1
 সত্যি খুভ অসাধারন,1
 বাংলা সংস্কৃতি হলো বাংলার প্রান তাই আমরা প্রবাসীরা সব সময় আছি বাংলা নাটকের সাথে।,1
" অসাধারণ একটা নাটক, চোখে জল এসে গেল",1
 খুবই সুন্দুর নাটক   কিছু কিছু  মানুষের জীবনেরগল্প   সত্যিই এমন হয় ।,1
 প্রথম প্রেম কি আসলেই ভোলা যায় না? নিজের বৌকে জড়িয়ে ধরে সাবেক প্রেমিকা ও আরেকজনের বৌ এর ছবি দেখা টা কি খুব বাস্তব?,1
 তানজিন আপুর নাটকের মাঝে অন্য রকম একটা অনুভূতি পাই,1
 অথই নামটা আমার খুব পছন্দের একটা নাম।,1
 অসাধারণ অভিনয়।,1
 অসাধারণ নাটক,1
 আসলেই অসাধারণ,1
 মেহজাবিনকে জড়িয়ে ধরে মিঘিলার ছবি দেখার দৃশ্যটা ভালো লাগলো...,1
 কে বলে বাংলাদেশে ভাল নাটক বানানো হয় না?? আমার মতে বাংলাদেশেই সবচেয়ে বেস্ট নাটক বানানো হয়। কলকাতার চেয়েও লক্ষ গুণ ভাল। আমাদের মধ্যে দেশপ্রেমের ঘাটতি আছে বলেই আমরা আমাদের দেশের নাটক দেখি না। যারা বলে বাংলাদেশে নাটক ভাল বানানো হয় না তারা কোন যুক্তিতে বলে আমার মাথায় ধরে না।,1
 নাটক টা কিন্ত বেশ ভালোই লেগেছে।,1
 অনেক সুন্দর নাটক,1
 শামীম ভাই আপনাকে আমার অসসসসসসসসসাধারন লাগে আপনার অভিনয় ও কথা গুলাও সব ভালো লাগে love u,1
" অনেক ভালো লাগলো,,,,",1
 খুব ভালো লেগেছে।,1
 কোন অশ্লীলতা নেই!অামরা চাইলেই বিভিন্নভাবে অনেক ভাল কিছু করতে পারি ইসলাম  ও সমাজের জন্য।এত সুন্দর করে নামাজের দাওয়াত দেয়ার জন্য অানলিমিটেড দোয়া অামার পক্ষ থেকে অাল্লাহ অাপনার নেক হায়াত বাড়িয়ে দিক।।,1
 নামাজের মেসেজ টা ভাল লাগলো।ধন্যবাদ পরিচালকে।,1
 Supporting rool এর জন্য অপূর্বের সাথে আনন্দ খালেদকে সব সময়েই দারুণ লাগছেButt apurbo is best for anyone,1
 আমার দেখা বুকের বাম পাশে পর এই নাটকটা বেস্ট।,1
 অবিরাম ভালোবাসা প্রিয় তোমার প্রতি Afran Nisho,1
 সেরা অভিনেতা অবশ্যই চঞ্চল চৌধুরী,1
 অপূর্ব আর মিথিলা ২য় ইয়ারে পড়ে????? আমি ভাবতেছি নার্সারী ভর্তির ফরম কিনবো নেক্সট বছর!!!!ভাই জসিম বুড়া বয়সে বিএ পাস করলে দোষ. . . . .আলমগীর কলেজে পড়লে দোষ. . . .বাট নাটকে করলে ঠিক সব ঠিক . . . .তাহসান অপূর্ব করলে সব ঠিক . . . .,1
" কথায় আছে সুজা আগুুলে ঘি না উঠলে আগুুল বেকাতে হয়,,, সত্যি যদি আগুুল বেকালে খারাপ পথ থেকে মানুষ ভাল পথে ফিরে আসে   ত হলে আমি বলব এ রকম বেয়াদব প্রতেকটা এলাকায় যেন তাকে। অনেক ভাল লেগেছে গল্পটা এই চরিক্রে নিশো ভাইয়াকে খুব সুন্দর মানিয়েছে।",1
 বালের প্রেম ভালোবাসা সস্তা আবেগ ছাড়াও যে এত সুন্দর নাটক করা যায় তা আবারও দেখিয়ে দিলো বৃন্দাবন দা।অসাধারণ।,1
 সেরা নাটক,1
" আরিয়ান ভাইয়া আপনার কি এটু সময় হবে আমার সাথে দেখা করারআমার জীবনের কিছু গল্প দিয়ে একটা রুমেন্টিক অনুভুতি নাটক করতে চাইআমার কাছে অনেক সুন্দর সুন্দর storyআছে   যদি আপনার কোনো কাজে আছি তাহলে এটু কষ্ট করে ফোন করবেন plz cll me ...আমার অনেক দিনের সপ্ন এটা আমি আমার story গুলো বাস্তবে  দেখতে চাই,,, plz plz plz অনুরোধ  রইনো,,,,",1
" নাটক টার নাম ""জীবন ভ্রমন"" হলে বেশি মানানসই  হতো।।।।।",1
 ওয়াওওওও...সেই ভাল্লাগছে,1
" এই নাটকের জন্য অনেক  ওয়েট করছি হুমম, অসাধারণ নাটক,লাইক কমেন্ট সব করেছি।",1
 অসাধারণ নাটক,1
 দারুন অভিনয় । শিল্পী ও কলাকুশলীদের অস্্খ ধন্যবাদ ।পরিচালক ও প্রযোজককে এই রকম নাটক তৈরী করার জন্য অনুরোধ করছি । Many thanks to all .,1
 হমমমম। অনেকদিন পর একটা ব্যতিক্রমী concept ধারী নাটক দেখলা। just awosome.অবশ্য শামীম ভাই এর জন্য নাটকটা আরও বেশি humor এ ভরে উঠেছিল,1
 অসাধারুণ,1
